Year,Month,Day,Block,Row,Column,Induc_perc,MaleOpen_perc,FemaleOpen_perc,MonoOpen_perc,SeedHard_perc
2019,6,7,4,3,B,100,100,100,100,20
2019,6,7,4,3,C,0,0,0,0,0
2019,6,7,4,3,D,0,0,0,0,0
2019,6,7,4,4,A,90,90,40,0,0
2019,6,7,4,4,B,90,80,50,0,0
2019,6,7,4,4,C,0,0,0,0,0
2019,6,7,4,4,D,0,0,0,0,0
2019,6,10,1,1,A,0,0,0,0,0
2019,6,10,1,1,B,0,0,0,0,0
2019,6,10,1,1,C,0,0,0,0,0
2019,6,10,1,1,D,0,0,0,0,0
2019,6,10,1,2,A,0,0,0,0,0
2019,6,10,1,2,B,100,60,50,0,0
2019,6,10,1,2,C,100,90,60,70,10
2019,6,10,1,2,D,100,80,50,0,0
2019,6,10,2,3,A,0,0,0,0,0
2019,6,10,2,3,B,100,60,50,0,0
2019,6,10,2,3,C,100,90,80,0,0
2019,6,10,2,3,D,0,0,0,0,0
2019,6,10,2,4,A,100,90,90,90,0
2019,6,10,2,4,B,0,0,0,0,0
2019,6,10,2,4,C,0,0,0,0,0
2019,6,10,2,4,D,0,0,0,0,0
2019,6,10,3,1,A,100,60,50,0,0
2019,6,10,3,1,B,0,0,0,0,0
2019,6,10,3,1,C,0,0,0,0,0
2019,6,10,3,1,D,100,90,70,0,0
2019,6,10,3,2,A,,,,,
2019,6,10,3,2,B,0,0,0,0,0
2019,6,10,3,2,C,,,,,
2019,6,10,3,2,D,100,90,90,90,0
2019,6,10,4,3,A,0,0,0,0,0
2019,6,10,4,3,B,100,90,90,90,10
2019,6,10,4,3,C,0,0,0,0,0
2019,6,10,4,3,D,0,0,0,0,0
2019,6,10,4,4,A,100,80,70,0,0
2019,6,10,4,4,B,100,60,50,0,0
2019,6,10,4,4,C,0,0,0,0,0
2019,6,10,4,4,D,0,0,0,0,0
2019,6,12,1,1,A,0,0,0,0,0
2019,6,12,1,1,B,0,0,0,0,0
2019,6,12,1,1,C,0,0,0,0,0
2019,6,12,1,1,D,0,0,0,0,0
2019,6,12,1,2,A,0,0,0,0,0
2019,6,12,1,2,B,100,90,70,0,0
2019,6,12,1,2,C,100,100,100,100,10
2019,6,12,1,2,D,100,80,80,0,0
2019,6,12,2,3,A,0,0,0,0,0
2019,6,12,2,3,B,100,80,80,0,10
2019,6,12,2,3,C,100,90,80,0,0
2019,6,12,2,3,D,0,0,0,0,0
2019,6,12,2,4,A,100,100,100,100,0
2019,6,12,2,4,B,0,0,0,0,0
2019,6,12,2,4,C,0,0,0,0,0
2019,6,12,2,4,D,0,0,0,0,0
2019,6,12,3,1,A,100,80,80,0,0
2019,6,12,3,1,B,0,0,0,0,0
2019,6,12,3,1,C,0,0,0,0,0
2019,6,12,3,1,D,100,90,80,0,0
2019,6,12,3,2,A,,,,,
2019,6,12,3,2,B,0,0,0,0,0
2019,6,12,3,2,C,,,,,
2019,6,12,3,2,D,100,100,100,100,0
2019,6,12,4,3,A,0,0,0,0,0
2019,6,12,4,3,B,100,100,100,100,10
2019,6,12,4,3,C,0,0,0,0,0
2019,6,12,4,3,D,0,0,0,0,0
2019,6,12,4,4,A,100,90,80,0,0
2019,6,12,4,4,B,100,80,80,0,0
2019,6,12,4,4,C,0,0,0,0,0
2019,6,12,4,4,D,0,0,0,0,0
2019,6,14,1,1,A,0,0,0,0,0
2019,6,14,1,1,B,0,0,0,0,0
2019,6,14,1,1,C,0,0,0,0,0
2019,6,14,1,1,D,0,0,0,0,0
2019,6,14,1,2,A,0,0,0,0,0
2019,6,14,1,2,B,100,100,100,0,0
2019,6,14,1,2,C,100,100,100,100,10
2019,6,14,1,2,D,100,100,100,0,0
2019,6,14,2,3,A,0,0,0,0,0
2019,6,14,2,3,B,100,100,100,0,10
2019,6,14,2,3,C,100,100,100,100,0
2019,6,14,2,3,D,0,0,0,0,0
2019,6,14,2,4,A,100,100,100,100,0
2019,6,14,2,4,B,0,0,0,0,0
2019,6,14,2,4,C,0,0,0,0,0
2019,6,14,2,4,D,0,0,0,0,0
2019,6,14,3,1,A,100,100,100,0,0
2019,6,14,3,1,B,0,0,0,0,0
2019,6,14,3,1,C,0,0,0,0,0
2019,6,14,3,1,D,100,100,100,0,0
2019,6,14,3,2,A,,,,,
2019,6,14,3,2,B,0,0,0,0,0
2019,6,14,3,2,C,,,,,
2019,6,14,3,2,D,100,100,100,100,0
2019,6,14,4,3,A,0,0,0,0,0
2019,6,14,4,3,B,100,100,100,100,10
2019,6,14,4,3,C,0,0,0,0,0
2019,6,14,4,3,D,0,0,0,0,0
2019,6,14,4,4,A,100,100,100,0,0
2019,6,14,4,4,B,100,100,100,0,0
2019,6,14,4,4,C,0,0,0,0,0
2019,6,14,4,4,D,0,0,0,0,0
2019,6,17,1,1,A,0,0,0,0,0
2019,6,17,1,1,B,0,0,0,0,0
2019,6,17,1,1,C,0,0,0,0,0
2019,6,17,1,1,D,0,0,0,0,0
2019,6,17,1,2,A,0,0,0,0,0
2019,6,17,1,2,B,100,100,100,0,0
2019,6,17,1,2,C,100,100,100,100,5
2019,6,17,1,2,D,100,100,100,0,0
2019,6,17,2,3,A,0,0,0,0,0
2019,6,17,2,3,B,100,100,100,0,0
2019,6,17,2,3,C,100,100,100,0,0
2019,6,17,2,3,D,0,0,0,0,0
2019,6,17,2,4,A,100,100,100,100,0
2019,6,17,2,4,B,0,0,0,0,0
2019,6,17,2,4,C,0,0,0,0,0
2019,6,17,2,4,D,0,0,0,0,0
2019,6,17,3,1,A,100,100,100,0,0
2019,6,17,3,1,B,0,0,0,0,0
2019,6,17,3,1,C,0,0,0,0,0
2019,6,17,3,1,D,100,100,100,0,0
2019,6,17,3,2,A,,,,,
2019,6,17,3,2,B,0,0,0,0,0
2019,6,17,3,2,C,,,,,
2019,6,17,3,2,D,100,100,100,,0
2019,6,17,4,3,A,0,0,0,0,0
2019,6,17,4,3,B,100,100,100,0,10
2019,6,17,4,3,C,0,0,0,0,0
2019,6,17,4,3,D,0,0,0,0,0
2019,6,17,4,4,A,100,100,100,0,0
2019,6,17,4,4,B,100,100,100,0,0
2019,6,17,4,4,C,0,0,0,0,0
2019,6,17,4,4,D,0,0,0,0,0
2019,6,19,1,1,A,0,0,0,0,0
2019,6,19,1,1,B,0,0,0,0,0
2019,6,19,1,1,C,0,0,0,0,0
2019,6,19,1,1,D,0,0,0,0,0
2019,6,19,1,2,A,0,0,0,0,0
2019,6,19,1,2,B,100,100,100,0,0
2019,6,19,1,2,C,100,0,100,100,10
2019,6,19,1,2,D,100,100,100,0,0
2019,6,19,2,3,A,0,0,0,0,0
2019,6,19,2,3,B,100,100,100,0,0
2019,6,19,2,3,C,100,100,100,0,0
2019,6,19,2,3,D,0,0,0,0,0
2019,6,19,2,4,A,100,0,100,0,20
2019,6,19,2,4,B,0,0,0,0,0
2019,6,19,2,4,C,0,0,0,0,0
2019,6,19,2,4,D,0,0,0,0,0
2019,6,19,3,1,A,100,100,100,0,0
2019,6,19,3,1,B,0,0,0,0,0
2019,6,19,3,1,C,0,0,0,0,0
2019,6,19,3,1,D,100,100,100,0,0
2019,6,19,3,2,A,,,,,
2019,6,19,3,2,B,0,0,0,0,0
2019,6,19,3,2,C,,,,,
2019,6,19,3,2,D,100,0,100,0,20
2019,6,19,4,3,A,0,0,0,0,0
2019,6,19,4,3,B,100,0,100,,0
2019,6,19,4,3,C,0,0,0,0,0
2019,6,19,4,3,D,0,0,0,0,0
2019,6,19,4,4,A,100,100,100,0,0
2019,6,19,4,4,B,100,100,100,0,0
2019,6,19,4,4,C,0,0,0,0,0
2019,6,19,4,4,D,0,0,0,0,0
2019,6,21,1,1,A,0,0,0,0,0
2019,6,21,1,1,B,0,0,0,0,0
2019,6,21,1,1,C,0,0,0,0,0
2019,6,21,1,1,D,0,0,0,0,0
2019,6,21,1,2,A,0,0,0,0,0
2019,6,21,1,2,B,100,100,100,0,0
2019,6,21,1,2,C,100,0,100,0,5
2019,6,21,1,2,D,100,100,100,0,0
2019,6,21,2,3,A,0,0,0,0,0
2019,6,21,2,3,B,100,100,100,0,0
2019,6,21,2,3,C,100,100,100,0,0
2019,6,21,2,3,D,0,0,0,0,0
2019,6,21,2,4,A,100,0,100,0,20
2019,6,21,2,4,B,0,0,0,0,0
2019,6,21,2,4,C,0,0,0,0,0
2019,6,21,2,4,D,0,0,0,0,0
2019,6,21,3,1,A,100,100,100,0,20
2019,6,21,3,1,B,0,0,0,0,0
2019,6,21,3,1,C,0,0,0,0,0
2019,6,21,3,1,D,100,100,100,0,0
2019,6,21,3,2,A,,,,,
2019,6,21,3,2,B,0,0,0,0,0
2019,6,21,3,2,C,,,,,
2019,6,21,3,2,D,100,0,100,0,30
2019,6,21,4,3,A,0,0,0,0,0
2019,6,21,4,3,B,100,0,100,0,0
2019,6,21,4,3,C,0,0,0,0,0
2019,6,21,4,3,D,0,0,0,0,0
2019,6,21,4,4,A,100,100,100,0,0
2019,6,21,4,4,B,100,100,100,0,0
2019,6,21,4,4,C,0,0,0,0,0
2019,6,21,4,4,D,0,0,0,0,0
2019,6,24,1,1,A,0,0,0,0,0
2019,6,24,1,1,B,0,0,0,0,0
2019,6,24,1,1,C,0,0,0,0,0
2019,6,24,1,1,D,0,0,0,0,0
2019,6,24,1,2,A,0,0,0,0,0
2019,6,24,1,2,B,100,100,100,0,0
2019,6,24,1,2,C,100,0,100,0,30
2019,6,24,1,2,D,100,100,100,0,0
2019,6,24,2,3,A,0,0,0,0,0
2019,6,24,2,3,B,100,100,100,0,0
2019,6,24,2,3,C,100,100,100,0,0
2019,6,24,2,3,D,0,0,0,0,0
2019,6,24,2,4,A,100,0,100,0,40
2019,6,24,2,4,B,0,0,0,0,0
2019,6,24,2,4,C,0,0,0,0,0
2019,6,24,2,4,D,0,0,0,0,0
2019,6,24,3,1,A,100,100,100,0,0
2019,6,24,3,1,B,0,0,0,0,0
2019,6,24,3,1,C,0,0,0,0,0
2019,6,24,3,1,D,100,100,100,0,0
2019,6,24,3,2,A,,,,,
2019,6,24,3,2,B,0,0,0,0,0
2019,6,24,3,2,C,,,,,
2019,6,24,3,2,D,100,0,100,0,40
2019,6,24,4,3,A,0,0,0,0,0
2019,6,24,4,3,B,100,0,100,0,40
2019,6,24,4,3,C,0,0,0,0,0
2019,6,24,4,3,D,0,0,0,0,0
2019,6,24,4,4,A,100,100,100,0,0
2019,6,24,4,4,B,100,100,100,0,0
2019,6,24,4,4,C,0,0,0,0,0
2019,6,24,4,4,D,0,0,0,0,0
2019,6,26,1,1,A,0,0,0,0,0
2019,6,26,1,1,B,0,0,0,0,0
2019,6,26,1,1,C,0,0,0,0,0
2019,6,26,1,1,D,20,0,0,0,0
2019,6,26,1,2,A,0,0,0,0,0
2019,6,26,1,2,B,100,100,100,0,0
2019,6,26,1,2,C,100,0,100,0,40
2019,6,26,1,2,D,100,100,100,0,0
2019,6,26,2,3,A,0,0,0,0,0
2019,6,26,2,3,B,100,100,100,0,0
2019,6,26,2,3,C,100,100,100,0,0
2019,6,26,2,3,D,10,0,0,0,0
2019,6,26,2,4,A,100,0,100,0,50
2019,6,26,2,4,B,0,0,0,0,0
2019,6,26,2,4,C,0,0,0,0,0
2019,6,26,2,4,D,10,0,0,0,0
2019,6,26,3,1,A,100,100,100,0,0
2019,6,26,3,1,B,0,0,0,0,0
2019,6,26,3,1,C,0,0,0,0,0
2019,6,26,3,1,D,100,100,100,0,0
2019,6,26,3,2,A,,,,,
2019,6,26,3,2,B,0,0,0,0,0
2019,6,26,3,2,C,,,,,
2019,6,26,3,2,D,100,0,100,0,40
2019,6,26,4,3,A,0,0,0,0,0
2019,6,26,4,3,B,100,0,100,0,40
2019,6,26,4,3,C,0,0,0,0,0
2019,6,26,4,3,D,0,0,0,0,0
2019,6,26,4,4,A,100,100,100,0,0
2019,6,26,4,4,B,100,100,100,0,0
2019,6,26,4,4,C,0,0,0,0,0
2019,6,26,4,4,D,0,0,0,0,0
2019,6,28,1,1,A,0,0,0,0,0
2019,6,28,1,1,B,0,0,0,0,0
2019,6,28,1,1,C,0,0,0,0,0
2019,6,28,1,1,D,20,0,0,0,0
2019,6,28,1,2,A,0,0,0,0,0
2019,6,28,1,2,B,100,100,100,100,0
2019,6,28,1,2,C,100,0,100,0,80
2019,6,28,1,2,D,100,100,100,0,0
2019,6,28,2,3,A,0,0,0,0,0
2019,6,28,2,3,B,100,100,100,0,0
2019,6,28,2,3,C,100,100,100,0,0
2019,6,28,2,3,D,10,0,0,0,0
2019,6,28,2,4,A,100,0,100,0,50
2019,6,28,2,4,B,0,0,0,0,0
2019,6,28,2,4,C,0,0,0,0,0
2019,6,28,2,4,D,10,0,0,0,0
2019,6,28,3,1,A,100,100,100,0,0
2019,6,28,3,1,B,0,0,0,0,0
2019,6,28,3,1,C,0,0,0,0,0
2019,6,28,3,1,D,100,100,100,0,0
2019,6,28,3,2,A,,,,,
2019,6,28,3,2,B,0,0,0,0,0
2019,6,28,3,2,C,,,,,
2019,6,28,3,2,D,100,100,100,0,50
2019,6,28,4,3,A,0,0,0,0,0
2019,6,28,4,3,B,100,100,100,0,50
2019,6,28,4,3,C,0,0,0,0,0
2019,6,28,4,3,D,0,0,0,0,0
2019,6,28,4,4,A,100,100,100,0,0
2019,6,28,4,4,B,100,100,100,0,0
2019,6,28,4,4,C,20,0,20,0,0
2019,6,28,4,4,D,0,0,0,0,0
2019,7,1,1,1,A,0,0,0,0,0
2019,7,1,1,1,B,0,0,0,0,0
2019,7,1,1,1,C,0,0,0,0,0
2019,7,1,1,1,D,20,0,0,0,0
2019,7,1,1,2,A,0,0,0,0,0
2019,7,1,1,2,B,100,100,100,0,0
2019,7,1,1,2,C,100,0,100,0,40
2019,7,1,1,2,D,0,100,100,0,0
2019,7,1,2,3,A,0,0,0,0,0
2019,7,1,2,3,B,100,100,100,0,0
2019,7,1,2,3,C,100,100,100,0,0
2019,7,1,2,3,D,10,0,0,0,0
2019,7,1,2,4,A,100,0,100,0,70
2019,7,1,2,4,B,0,0,0,0,0
2019,7,1,2,4,C,0,,0,0,0
2019,7,1,2,4,D,10,0,0,0,0
2019,7,1,3,1,A,100,100,100,0,0
2019,7,1,3,1,B,0,0,0,0,0
2019,7,1,3,1,C,0,0,0,0,0
2019,7,1,3,1,D,100,0,100,0,10
2019,7,1,3,2,A,,,,,
2019,7,1,3,2,B,0,0,0,0,0
2019,7,1,3,2,C,,,,,
2019,7,1,3,2,D,100,0,100,0,50
2019,7,1,4,3,A,0,0,0,0,0
2019,7,1,4,3,B,100,0,100,0,80
2019,7,1,4,3,C,0,0,0,0,0
2019,7,1,4,3,D,0,0,0,0,0
2019,7,1,4,4,A,100,100,100,0,0
2019,7,1,4,4,B,100,100,100,0,0
2019,7,1,4,4,C,0,0,0,0,0
2019,7,1,4,4,D,0,0,0,0,0
2019,7,3,1,1,A,0,0,0,0,0
2019,7,3,1,1,B,0,0,0,0,0
2019,7,3,1,1,C,0,0,0,0,0
2019,7,3,1,1,D,20,0,0,0,0
2019,7,3,1,2,A,0,0,0,0,0
2019,7,3,1,2,B,100,100,100,0,0
2019,7,3,1,2,C,100,0,100,0,90
2019,7,3,1,2,D,100,100,100,0,0
2019,7,3,2,3,A,0,0,0,0,0
2019,7,3,2,3,B,100,100,100,0,0
2019,7,3,2,3,C,100,100,100,0,0
2019,7,3,2,3,D,10,0,0,0,0
2019,7,3,2,4,A,100,0,100,0,100
2019,7,3,2,4,B,0,0,0,0,0
2019,7,3,2,4,C,0,0,0,0,0
2019,7,3,2,4,D,40,0,0,0,0
2019,7,3,3,1,A,100,100,100,0,0
2019,7,3,3,1,B,0,0,0,0,0
2019,7,3,3,1,C,0,0,0,0,0
2019,7,3,3,1,D,100,100,100,0,0
2019,7,3,3,2,A,,,,,
2019,7,3,3,2,B,0,0,0,0,0
2019,7,3,3,2,C,,,,,
2019,7,3,3,2,D,100,0,100,0,80
2019,7,3,4,3,A,0,0,0,0,0
2019,7,3,4,3,B,100,0,100,0,80
2019,7,3,4,3,C,0,0,0,0,0
2019,7,3,4,3,D,0,0,0,0,0
2019,7,3,4,4,A,100,100,100,0,0
2019,7,3,4,4,B,100,100,100,0,0
2019,7,3,4,4,C,0,0,0,0,0
2019,7,3,4,4,D,0,0,0,0,0
2019,7,5,1,1,A,0,0,0,0,0
2019,7,5,1,1,B,0,0,0,0,0
2019,7,5,1,1,C,0,0,0,0,0
2019,7,5,1,1,D,20,0,0,0,0
2019,7,5,1,2,A,0,0,0,0,0
2019,7,5,1,2,B,100,100,100,0,0
2019,7,5,1,2,C,100,0,100,0,100
2019,7,5,1,2,D,100,100,100,0,0
2019,7,5,2,3,A,0,0,0,0,0
2019,7,5,2,3,B,100,100,100,0,0
2019,7,5,2,3,C,100,100,100,0,0
2019,7,5,2,3,D,20,0,0,0,0
2019,7,5,2,4,A,100,0,100,0,100
2019,7,5,2,4,B,0,0,0,0,0
2019,7,5,2,4,C,0,0,0,0,0
2019,7,5,2,4,D,40,0,0,0,0
2019,7,5,3,1,A,100,100,100,0,0
2019,7,5,3,1,B,0,0,0,0,0
2019,7,5,3,1,C,0,0,0,0,0
2019,7,5,3,1,D,100,100,100,0,0
2019,7,5,3,2,A,,,,,
2019,7,5,3,2,B,0,0,0,0,0
2019,7,5,3,2,C,,,,,
2019,7,5,3,2,D,100,0,100,0,100
2019,7,5,4,3,A,10,0,0,0,0
2019,7,5,4,3,B,100,0,100,0,100
2019,7,5,4,3,C,0,0,0,0,0
2019,7,5,4,3,D,0,0,0,0,0
2019,7,5,4,4,A,100,100,100,0,0
2019,7,5,4,4,B,100,100,100,0,0
2019,7,5,4,4,C,10,0,0,0,0
2019,7,5,4,4,D,0,0,0,0,0
2019,7,8,1,1,A,0,0,0,0,0
2019,7,8,1,1,B,0,0,0,0,0
2019,7,8,1,1,C,0,0,0,0,0
2019,7,8,1,1,D,10,0,100,0,0
2019,7,8,1,2,A,20,0,0,0,0
2019,7,8,1,2,B,100,100,100,0,0
2019,7,8,1,2,C,100,0,100,0,100
2019,7,8,1,2,D,100,100,100,0,0
2019,7,8,2,3,A,0,0,0,0,0
2019,7,8,2,3,B,100,100,100,0,0
2019,7,8,2,3,C,100,100,100,0,0
2019,7,8,2,3,D,20,0,50,0,0
2019,7,8,2,4,A,100,0,100,0,100
2019,7,8,2,4,B,0,0,0,0,0
2019,7,8,2,4,C,0,0,0,0,0
2019,7,8,2,4,D,50,0,0,0,0
2019,7,8,3,1,A,100,100,100,0,0
2019,7,8,3,1,B,0,0,0,0,0
2019,7,8,3,1,C,0,0,0,0,0
2019,7,8,3,1,D,100,100,100,0,0
2019,7,8,3,2,A,,,,,
2019,7,8,3,2,B,0,0,0,0,0
2019,7,8,3,2,C,,,,,
2019,7,8,3,2,D,100,0,100,0,100
2019,7,8,4,3,A,10,0,0,0,0
2019,7,8,4,3,B,100,0,100,0,90
2019,7,8,4,3,C,0,0,0,0,0
2019,7,8,4,3,D,0,0,0,0,0
2019,7,8,4,4,A,100,100,100,0,0
2019,7,8,4,4,B,100,100,100,0,0
2019,7,8,4,4,C,40,0,0,50,0
2019,7,8,4,4,D,0,0,0,0,0
2019,7,11,1,1,A,0,0,0,0,0
2019,7,11,1,1,B,0,0,0,0,0
2019,7,11,1,1,C,0,0,0,0,0
