Year,Month,Day,Block,Row,Colum,Rep,Height_cm,Sex
2019,Jun,27,7,4,D,3,19,V
2019,Jun,27,7,4,D,4,37,V
2019,Jun,27,7,4,D,5,35,V
2019,Jun,27,7,4,D,6,28,V
2019,Jun,27,7,4,D,7,19,V
2019,Jun,27,7,4,D,8,17,V
2019,Jun,27,7,4,D,9,33,V
2019,Jun,27,7,4,D,10,28,V
2019,Jun,27,7,5,C,1,57,M
2019,Jun,27,7,5,C,2,66,M
2019,Jun,27,7,5,C,3,48,M
2019,Jun,27,7,5,C,4,29,F
2019,Jun,27,7,5,C,5,55,F
2019,Jun,27,7,5,C,6,34,F
2019,Jun,27,7,5,C,7,53,F
2019,Jun,27,7,5,C,8,76,M
2019,Jun,27,7,5,C,9,66,M
2019,Jun,27,7,5,C,10,75,F
2019,Jun,28,8,1,A,1,50,F
2019,Jun,28,8,1,A,2,98,M
2019,Jun,28,8,1,A,3,48,V
2019,Jun,28,8,1,A,4,64,F
2019,Jun,28,8,1,A,5,83,M
2019,Jun,28,8,1,A,6,80,M
2019,Jun,28,8,1,A,7,57,F
2019,Jun,28,8,1,A,8,84,M
2019,Jun,28,8,1,A,9,41,V
2019,Jun,28,8,1,A,10,80,M
2019,Jun,28,8,1,C,1,29,V
2019,Jun,28,8,1,C,2,28,V
2019,Jun,28,8,1,C,3,34,V
2019,Jun,28,8,1,C,4,23,V
2019,Jun,28,8,1,C,5,30,V
2019,Jun,28,8,1,C,6,32,V
2019,Jun,28,8,1,C,7,41,V
2019,Jun,28,8,1,C,8,36,V
2019,Jun,28,8,1,C,9,39,V
2019,Jun,28,8,1,C,10,39,V
2019,Jun,28,8,1,D,1,28,V
2019,Jun,28,8,1,D,2,49,V
2019,Jun,28,8,1,D,3,49,V
2019,Jun,28,8,1,D,4,43,V
2019,Jun,28,8,1,D,5,37,V
2019,Jun,28,8,1,D,6,45,V
2019,Jun,28,8,1,D,7,31,V
2019,Jun,28,8,1,D,8,54,V
2019,Jun,28,8,1,D,9,37,V
2019,Jun,28,8,1,D,10,22,V
2019,Jun,28,8,3,C,1,11,V
2019,Jun,28,8,3,C,2,9,V
2019,Jun,28,8,3,C,3,9,V
2019,Jun,28,8,3,C,4,,
2019,Jun,28,8,3,C,5,,
2019,Jun,28,8,3,C,6,,
2019,Jun,28,8,3,C,7,,
2019,Jun,28,8,3,C,8,,
2019,Jun,28,8,3,C,9,,
2019,Jun,28,8,3,C,10,,
2019,Jun,28,8,3,D,1,58,F
2019,Jun,28,8,3,D,2,66,M
2019,Jun,28,8,3,D,3,77,F
2019,Jun,28,8,3,D,4,60,C5
2019,Jun,28,8,3,D,5,51,M
2019,Jun,28,8,3,D,6,54,F
2019,Jun,28,8,3,D,7,75,M
2019,Jun,28,8,3,D,8,61,F
2019,Jun,28,8,3,D,9,61,M
2019,Jun,28,8,3,D,10,53,C5
2019,Jun,28,8,4,C,1,20,V
2019,Jun,28,8,4,C,2,15,V
2019,Jun,28,8,4,C,3,10,V
2019,Jun,28,8,4,C,4,15,V
2019,Jun,28,8,4,C,5,16,V
2019,Jun,28,8,4,C,6,,
2019,Jun,28,8,4,C,7,,
2019,Jun,28,8,4,C,8,,
2019,Jun,28,8,4,C,9,,
2019,Jun,28,8,4,C,10,,
2019,Jun,27,9,1,A,1,61,V
2019,Jun,27,9,1,A,2,68,V
2019,Jun,27,9,1,A,3,80,V
2019,Jun,27,9,1,A,4,82,V
2019,Jun,27,9,1,A,5,65,V
2019,Jun,27,9,1,A,6,74,V
2019,Jun,27,9,1,A,7,71,V
2019,Jun,27,9,1,A,8,75,V
2019,Jun,27,9,1,A,9,77,V
2019,Jun,27,9,1,A,10,51,V
2019,Jun,27,9,1,D,1,39,V
2019,Jun,27,9,1,D,2,40,V
2019,Jun,27,9,1,D,3,89,M
2019,Jun,27,9,1,D,4,64,F
2019,Jun,27,9,1,D,5,38,V
2019,Jun,27,9,1,D,6,107,M
2019,Jun,27,9,1,D,7,52,V
2019,Jun,27,9,1,D,8,34,V
2019,Jun,27,9,1,D,9,69,M
2019,Jun,27,9,1,D,10,69,V
2019,Jun,27,9,2,C,1,60,V
2019,Jun,27,9,2,C,2,81,M
2019,Jun,27,9,2,C,3,99,M
2019,Jun,27,9,2,C,4,106,M
2019,Jun,27,9,2,C,5,104,M
2019,Jun,27,9,2,C,6,110,M
2019,Jun,27,9,2,C,7,105,V
2019,Jun,27,9,2,C,8,103,M
2019,Jun,27,9,2,C,9,123,M
2019,Jun,27,9,2,C,10,98,M
2019,Jun,27,9,2,D,1,86,V
2019,Jun,27,9,2,D,2,85,V
2019,Jun,27,9,2,D,3,89,V
2019,Jun,27,9,2,D,4,89,V
2019,Jun,27,9,2,D,5,76,V
2019,Jun,27,9,2,D,6,70,V
2019,Jun,27,9,2,D,7,82,V
2019,Jun,27,9,2,D,8,96,V
2019,Jun,27,9,2,D,9,65,V
2019,Jun,27,9,2,D,10,61,V
2019,Jun,27,9,3,B,1,24,M
2019,Jun,27,9,3,B,2,88,M
2019,Jun,27,9,3,B,3,48,V
2019,Jun,27,9,3,B,4,56,M
2019,Jun,27,9,3,B,5,50,V
2019,Jun,27,9,3,B,6,57,M
2019,Jun,27,9,3,B,7,55,V
2019,Jun,27,9,3,B,8,108,M
2019,Jun,27,9,3,B,9,83,M
2019,Jun,27,9,3,B,10,46,F
2019,Jun,27,9,3,C,1,72,V
2019,Jun,27,9,3,C,2,88,V
2019,Jun,27,9,3,C,3,84,V
2019,Jun,27,9,3,C,4,84,V
2019,Jun,27,9,3,C,5,83,V
2019,Jun,27,9,3,C,6,82,V
2019,Jun,27,9,3,C,7,74,V
2019,Jun,27,9,3,C,8,72,V
2019,Jun,27,9,3,C,9,90,V
2019,Jun,27,9,3,C,10,79,V
2019,Jun,27,9,4,A,1,71,V
2019,Jun,27,9,4,A,2,86,M
2019,Jun,27,9,4,A,3,52,V
2019,Jun,27,9,4,A,4,58,V
2019,Jun,27,9,4,A,5,52,V
2019,Jun,27,9,4,A,6,102,M
2019,Jun,27,9,4,A,7,94,M
2019,Jun,27,9,4,A,8,66,V
2019,Jun,27,9,4,A,9,88,M
2019,Jun,27,9,4,A,10,71,M
2019,Jun,27,9,4,B,1,49,V
2019,Jun,27,9,4,B,2,56,V
2019,Jun,27,9,4,B,3,41,V
2019,Jun,27,9,4,B,4,53,V
2019,Jun,27,9,4,B,5,63,V
2019,Jun,27,9,4,B,6,58,V
2019,Jun,27,9,4,B,7,64,V
2019,Jun,27,9,4,B,8,66,V
2019,Jun,27,9,4,B,9,59,V
2019,Jun,27,9,4,B,10,66,V
2019,Jul,3,5,2,A,1,94,M
2019,Jul,3,5,2,A,2,70,M
2019,Jul,3,5,2,A,3,60,F
2019,Jul,3,5,2,A,4,40,V
2019,Jul,3,5,2,A,5,69,M
2019,Jul,3,5,2,A,6,65,F
2019,Jul,3,5,2,A,7,56,F
2019,Jul,3,5,2,A,8,71,M
2019,Jul,3,5,2,A,9,75,M
2019,Jul,3,5,2,A,10,54,F
2019,Jul,3,5,2,C,1,34,V
2019,Jul,3,5,2,C,2,48,V
2019,Jul,3,5,2,C,3,36,V
2019,Jul,3,5,2,C,4,44,V
2019,Jul,3,5,2,C,5,23,V
2019,Jul,3,5,2,C,6,24,V
2019,Jul,3,5,2,C,7,26,V
2019,Jul,3,5,2,C,8,28,V
2019,Jul,3,5,2,C,9,,
2019,Jul,3,5,2,C,10,,
2019,Jul,3,5,2,D,1,24,V
2019,Jul,3,5,2,D,2,30,V
2019,Jul,3,5,2,D,3,40,V
2019,Jul,3,5,2,D,4,30,V
2019,Jul,3,5,2,D,5,37,V
2019,Jul,3,5,2,D,6,36,V
2019,Jul,3,5,2,D,7,24,V
2019,Jul,3,5,2,D,8,20,V
2019,Jul,3,5,2,D,9,,
2019,Jul,3,5,2,D,10,,
2019,Jul,3,5,4,A,1,44,V
2019,Jul,3,5,4,A,2,41,V
2019,Jul,3,5,4,A,3,44,V
2019,Jul,3,5,4,A,4,44,V
2019,Jul,3,5,4,A,5,35,V
2019,Jul,3,5,4,A,6,45,V
2019,Jul,3,5,4,A,7,65,V
2019,Jul,3,5,4,A,8,56,V
2019,Jul,3,5,4,A,9,63,V
2019,Jul,3,5,4,A,10,56,V
2019,Jul,3,5,4,D,1,32,C1
2019,Jul,3,5,4,D,2,54,C1
2019,Jul,3,5,4,D,3,36,F
2019,Jul,3,5,4,D,4,43,M
2019,Jul,3,5,4,D,5,28,C3
2019,Jul,3,5,4,D,6,30,C3
2019,Jul,3,5,4,D,7,27,F
2019,Jul,3,5,4,D,8,48,M
2019,Jul,3,5,4,D,9,25,C4
2019,Jul,3,5,4,D,10,30,F
2019,Jul,3,5,5,C,1,53,V
2019,Jul,3,5,5,C,2,42,V
2019,Jul,3,5,5,C,3,37,V
2019,Jul,3,5,5,C,4,44,V
2019,Jul,3,5,5,C,5,50,V
2019,Jul,3,5,5,C,6,36,V
2019,Jul,3,5,5,C,7,47,V
2019,Jul,3,5,5,C,8,31,V
2019,Jul,3,5,5,C,9,44,V
2019,Jul,3,5,5,C,10,52,V
2019,Jul,3,6,1,B,1,32,V
2019,Jul,3,6,1,B,2,35,V
2019,Jul,3,6,1,B,3,41,V
2019,Jul,3,6,1,B,4,30,V
2019,Jul,3,6,1,B,5,37,V
2019,Jul,3,6,1,B,6,46,V
2019,Jul,3,6,1,B,7,19,V
2019,Jul,3,6,1,B,8,,
2019,Jul,3,6,1,B,9,,
2019,Jul,3,6,1,B,10,,
2019,Jul,3,6,1,C,1,40,C1
2019,Jul,3,6,1,C,2,64,F
2019,Jul,3,6,1,C,3,49,F
2019,Jul,3,6,1,C,4,69,F
2019,Jul,3,6,1,C,5,84,M
2019,Jul,3,6,1,C,6,80,C2
2019,Jul,3,6,1,C,7,74,C1
2019,Jul,3,6,1,C,8,71,C1
2019,Jul,3,6,1,C,9,77,C3
2019,Jul,3,6,1,C,10,44,F
2019,Jul,3,6,2,D,1,32,V
2019,Jul,3,6,2,D,2,14,V
2019,Jul,3,6,2,D,3,17,V
2019,Jul,3,6,2,D,4,15,V
2019,Jul,3,6,2,D,5,16,V
2019,Jul,3,6,2,D,6,10,V
2019,Jul,3,6,2,D,7,,
2019,Jul,3,6,2,D,8,,
2019,Jul,3,6,2,D,9,,
2019,Jul,3,6,2,D,10,,
2019,Jul,3,6,3,C,1,76,V
2019,Jul,3,6,3,C,2,40,V
2019,Jul,3,6,3,C,3,32,V
2019,Jul,3,6,3,C,4,34,V
2019,Jul,3,6,3,C,5,41,V
2019,Jul,3,6,3,C,6,36,V
2019,Jul,3,6,3,C,7,37,V
2019,Jul,3,6,3,C,8,32,V
2019,Jul,3,6,3,C,9,31,V
2019,Jul,3,6,3,C,10,33,V
2019,Jul,3,6,4,A,1,52,V
2019,Jul,3,6,4,A,2,54,V
2019,Jul,3,6,4,A,3,63,V
2019,Jul,3,6,4,A,4,53,V
2019,Jul,3,6,4,A,5,52,V
2019,Jul,3,6,4,A,6,44,V
2019,Jul,3,6,4,A,7,40,V
2019,Jul,3,6,4,A,8,70,V
2019,Jul,3,6,4,A,9,52,V
2019,Jul,3,6,4,A,10,51,V
2019,Jul,3,6,5,C,1,67,M
2019,Jul,3,6,5,C,2,90,F
2019,Jul,3,6,5,C,3,67,M
2019,Jul,3,6,5,C,4,87,M
2019,Jul,3,6,5,C,5,54,F
2019,Jul,3,6,5,C,6,55,F
2019,Jul,3,6,5,C,7,80,M
2019,Jul,3,6,5,C,8,49,F
2019,Jul,3,6,5,C,9,39,F
2019,Jul,3,6,5,C,10,70,F
2019,Jul,3,7,3,B,1,127,M
2019,Jul,3,7,3,B,2,121,M
2019,Jul,3,7,3,B,3,111,M
2019,Jul,3,7,3,B,4,82,F
2019,Jul,3,7,3,B,5,110,M
2019,Jul,3,7,3,B,6,95,M
2019,Jul,3,7,3,B,7,83,M
2019,Jul,3,7,3,B,8,110,M
2019,Jul,3,7,3,B,9,,
2019,Jul,3,7,3,B,10,,
2019,Jul,3,7,3,C,1,19,V
2019,Jul,3,7,3,C,2,14,V
2019,Jul,3,7,3,C,3,24,V
2019,Jul,3,7,3,C,4,26,V
2019,Jul,3,7,3,C,5,22,V
2019,Jul,3,7,3,C,6,25,V
2019,Jul,3,7,3,C,7,,
2019,Jul,3,7,3,C,8,,
2019,Jul,3,7,3,C,9,,
2019,Jul,3,7,3,C,10,,
2019,Jul,3,7,3,D,1,97,V
2019,Jul,3,7,3,D,2,47,V
2019,Jul,3,7,3,D,3,62,V
2019,Jul,3,7,3,D,4,62,V
2019,Jul,3,7,3,D,5,56,V
2019,Jul,3,7,3,D,6,69,V
2019,Jul,3,7,3,D,7,44,V
2019,Jul,3,7,3,D,8,40,V
2019,Jul,3,7,3,D,9,60,V
2019,Jul,3,7,3,D,10,55,V
2019,Jul,3,7,4,A,1,12,V
2019,Jul,3,7,4,A,2,20,V
2019,Jul,3,7,4,A,3,26,V
2019,Jul,3,7,4,A,4,28,V
2019,Jul,3,7,4,A,5,29,V
2019,Jul,3,7,4,A,6,22,V
2019,Jul,3,7,4,A,7,,
2019,Jul,3,7,4,A,8,,
2019,Jul,3,7,4,A,9,,
2019,Jul,3,7,4,A,10,,
2019,Jul,3,7,4,D,1,47,V
2019,Jul,3,7,4,D,2,60,V
2019,Jul,3,7,4,D,3,31,V
2019,Jul,3,7,4,D,4,22,V
2019,Jul,3,7,4,D,5,42,V
2019,Jul,3,7,4,D,6,61,V
2019,Jul,3,7,4,D,7,50,V
2019,Jul,3,7,4,D,8,51,V
2019,Jul,3,7,4,D,9,60,V
2019,Jul,3,7,4,D,10,52,V
2019,Jul,3,7,5,C,1,63,F
2019,Jul,3,7,5,C,2,56,M
2019,Jul,3,7,5,C,3,68,M
2019,Jul,3,7,5,C,4,62,C1
2019,Jul,3,7,5,C,5,36,F
2019,Jul,3,7,5,C,6,77,F
2019,Jul,3,7,5,C,7,77,F
2019,Jul,3,7,5,C,8,52,C4
2019,Jul,3,7,5,C,9,51,C2
2019,Jul,3,7,5,C,10,58,C1
2019,Jul,3,8,1,A,1,84,M
2019,Jul,3,8,1,A,2,70,F
2019,Jul,3,8,1,A,3,100,F
2019,Jul,3,8,1,A,4,101,M
2019,Jul,3,8,1,A,5,87,M
2019,Jul,3,8,1,A,6,92,M
2019,Jul,3,8,1,A,7,42,M
2019,Jul,3,8,1,A,8,54,F
2019,Jul,3,8,1,A,9,60,F
2019,Jul,3,8,1,A,10,57,F
2019,Jul,3,8,1,C,1,32,V
2019,Jul,3,8,1,C,2,22,V
2019,Jul,3,8,1,C,3,26,V
2019,Jul,3,8,1,C,4,37,V
2019,Jul,3,8,1,C,5,62,V
2019,Jul,3,8,1,C,6,32,V
2019,Jul,3,8,1,C,7,47,V
2019,Jul,3,8,1,C,8,44,V
2019,Jul,3,8,1,C,9,46,V
2019,Jul,3,8,1,C,10,52,V
2019,Jul,3,8,1,D,1,51,V
2019,Jul,3,8,1,D,2,53,V
2019,Jul,3,8,1,D,3,39,V
2019,Jul,3,8,1,D,4,47,V
2019,Jul,3,8,1,D,5,66,V
2019,Jul,3,8,1,D,6,60,V
2019,Jul,3,8,1,D,7,42,V
2019,Jul,3,8,1,D,8,67,V
2019,Jul,3,8,1,D,9,58,V
2019,Jul,3,8,1,D,10,63,V
2019,Jul,3,8,3,C,1,10,V
2019,Jul,3,8,3,C,2,10,V
2019,Jul,3,8,3,C,3,17,V
2019,Jul,3,8,3,C,4,,
2019,Jul,3,8,3,C,5,,
2019,Jul,3,8,3,C,6,,
2019,Jul,3,8,3,C,7,,
2019,Jul,3,8,3,C,8,,
2019,Jul,3,8,3,C,9,,
2019,Jul,3,8,3,C,10,,
2019,Jul,3,8,3,D,1,71,C2
2019,Jul,3,8,3,D,2,60,F
2019,Jul,3,8,3,D,3,56,C1
2019,Jul,3,8,3,D,4,52,F
2019,Jul,3,8,3,D,5,66,M
2019,Jul,3,8,3,D,6,76,F
2019,Jul,3,8,3,D,7,66,C2
2019,Jul,3,8,3,D,8,47,F
2019,Jul,3,8,3,D,9,62,F
2019,Jul,3,8,3,D,10,63,F
2019,Jul,3,8,4,C,1,34,V
2019,Jul,3,8,4,C,2,20,V
2019,Jul,3,8,4,C,3,22,V
2019,Jul,3,8,4,C,4,,
2019,Jul,3,8,4,C,5,,
2019,Jul,3,8,4,C,6,,
2019,Jul,3,8,4,C,7,,
2019,Jul,3,8,4,C,8,,
2019,Jul,3,8,4,C,9,,
2019,Jul,3,8,4,C,10,,
2019,Jul,3,9,1,A,1,86,V
2019,Jul,3,9,1,A,2,80,V
2019,Jul,3,9,1,A,3,84,V
2019,Jul,3,9,1,A,4,76,V
2019,Jul,3,9,1,A,5,85,V
2019,Jul,3,9,1,A,6,93,V
2019,Jul,3,9,1,A,7,84,V
2019,Jul,3,9,1,A,8,80,V
2019,Jul,3,9,1,A,9,79,V
2019,Jul,3,9,1,A,10,74,V
2019,Jul,3,9,1,D,1,126,M
2019,Jul,3,9,1,D,2,124,M
2019,Jul,3,9,1,D,3,52,F
2019,Jul,3,9,1,D,4,82,M
2019,Jul,3,9,1,D,5,59,M
2019,Jul,3,9,1,D,6,55,V
2019,Jul,3,9,1,D,7,95,M
2019,Jul,3,9,1,D,8,50,V
2019,Jul,3,9,1,D,9,55,V
2019,Jul,3,9,1,D,10,65,V
2019,Jul,3,9,2,C,1,136,M
2019,Jul,3,9,2,C,2,131,M
2019,Jul,3,9,2,C,3,98,F
2019,Jul,3,9,2,C,4,103,F
2019,Jul,3,9,2,C,5,113,F
2019,Jul,3,9,2,C,6,132,F
2019,Jul,3,9,2,C,7,158,M
2019,Jul,3,9,2,C,8,120,F
2019,Jul,3,9,2,C,9,107,F
2019,Jul,3,9,2,C,10,134,M
2019,Jul,3,9,2,D,1,80,V
2019,Jul,3,9,2,D,2,91,V
2019,Jul,3,9,2,D,3,110,V
2019,Jul,3,9,2,D,4,115,V
2019,Jul,3,9,2,D,5,95,V
2019,Jul,3,9,2,D,6,92,V
2019,Jul,3,9,2,D,7,110,V
2019,Jul,3,9,2,D,8,97,V
2019,Jul,3,9,2,D,9,98,V
2019,Jul,3,9,2,D,10,105,V
2019,Jul,3,9,3,B,1,114,M
2019,Jul,3,9,3,B,2,96,M
2019,Jul,3,9,3,B,3,89,M
2019,Jul,3,9,3,B,4,90,V
2019,Jul,3,9,3,B,5,61,V
2019,Jul,3,9,3,B,6,78,V
2019,Jul,3,9,3,B,7,72,V
2019,Jul,3,9,3,B,8,96,M
2019,Jul,3,9,3,B,9,64,F
2019,Jul,3,9,3,B,10,74,F
2019,Jul,3,9,3,C,1,112,V
2019,Jul,3,9,3,C,2,118,V
2019,Jul,3,9,3,C,3,124,V
2019,Jul,3,9,3,C,4,107,V
2019,Jul,3,9,3,C,5,117,V
2019,Jul,3,9,3,C,6,112,V
2019,Jul,3,9,3,C,7,132,V
2019,Jul,3,9,3,C,8,101,V
2019,Jul,3,9,3,C,9,114,V
2019,Jul,3,9,3,C,10,107,V
2019,Jul,3,9,4,A,1,70,M
2019,Jul,3,9,4,A,2,82,M
2019,Jul,3,9,4,A,3,50,F
2019,Jul,3,9,4,A,4,49,F
2019,Jul,3,9,4,A,5,50,F
2019,Jul,3,9,4,A,6,80,M
2019,Jul,3,9,4,A,7,76,F
2019,Jul,3,9,4,A,8,95,M
2019,Jul,3,9,4,A,9,45,F
2019,Jul,3,9,4,A,10,60,F
2019,Jul,3,9,4,B,1,66,V
2019,Jul,3,9,4,B,2,64,V
2019,Jul,3,9,4,B,3,76,V
2019,Jul,3,9,4,B,4,70,V
2019,Jul,3,9,4,B,5,53,V
2019,Jul,3,9,4,B,6,52,V
2019,Jul,3,9,4,B,7,67,V
2019,Jul,3,9,4,B,8,90,V
2019,Jul,3,9,4,B,9,64,V
2019,Jul,3,9,4,B,10,76,V
2019,Jul,9,5,2,A,1,94,M
2019,Jul,9,5,2,A,2,69,F
2019,Jul,9,5,2,A,3,70,M
2019,Jul,9,5,2,A,4,38,F
2019,Jul,9,5,2,A,5,49,F
2019,Jul,9,5,2,A,6,94,M
2019,Jul,9,5,2,A,7,87,M
2019,Jul,9,5,2,A,8,52,F
2019,Jul,9,5,2,A,9,72,M
2019,Jul,9,5,2,A,10,65,M
2019,Jul,9,5,2,C,1,44,V
2019,Jul,9,5,2,C,2,36,F
2019,Jul,9,5,2,C,3,42,V
2019,Jul,9,5,2,C,4,43,V
2019,Jul,9,5,2,C,5,27,V
2019,Jul,9,5,2,C,6,29,V
2019,Jul,9,5,2,C,7,23,V
2019,Jul,9,5,2,C,8,18,V
2019,Jul,9,5,2,C,9,34,V
2019,Jul,9,5,2,C,10,28,V
2019,Jul,9,5,2,D,1,30,V
2019,Jul,9,5,2,D,2,38,V
2019,Jul,9,5,2,D,3,54,V
2019,Jul,9,5,2,D,4,45,V
2019,Jul,9,5,2,D,5,38,V
2019,Jul,9,5,2,D,6,29,V
2019,Jul,9,5,2,D,7,29,V
2019,Jul,9,5,2,D,8,,
